text@vu1990m	@vu1990m	1083.521	1127.25	восемь... / ну не восемь... ну / очень большой процент этих людей // они просто ведутся // на хайп // определенной / ситуации // понимаешь / и их не заботит как бы стержень этой ситуации / потому что вот этот вот несчастный Голунов да которого все там: // Голунов / я Голунов / ты Голунов / все Голунов // человек / я извиняюсь / назалупался на власть // и с ним случилась эта ситуация // сколько людей которые ни... ничего вообще не делали да / и они как бы сидят / и я и.. я знаю этих людей / у меня в Новосибирске есть знакомый // и никт.. никто про это все уже никто не помнит / да даже про Голунова уже все забыли // а люди так и сидят / и как бы это ну / эээ / аах / я не понимаю этого // вот / и то же самое мне кажется будет скоро / ии / с Гражданской обороной и всеми этими трибьютами типа я не знаю помрет еще кто-то / ии //
text@vu1990m	@vu1990m	1128.945	1130.271	кто там на очереди да //
text@vu1990m	@vu1990m	1147.915	1149.959	да черт его знает #нрзб# //
text@vu1990m	@vu1990m	1150.617	1162.055	я же видишь я могу конечно сказать свое мнение но типа я н... не знаю не политолог не там не психолог я не разбираюсь в таких вещах // как бы / против чего кто борется / а кто борется-то / н... ну я не знаю ну а кто / ну / в смысле //
text@vu1990m	@vu1990m	1162.886	1166.684	а #нрзб# какой борьбе мы конкретно говорим да? // то есть как бы по фак... //
text@vu1990m	@vu1990m	1167.594	1176.032	выйти на улицу / и / надеяться на то что тебя ударит мент / мы об этой борьбе говорим? / чтоб потом твою фотографию зафорсили и ты возможно // н... ну о чем мы говорим / о какой борьбе конкретно? //
text@vu1990m	@vu1990m	1176.842	1181.157	то есть / я не понимаю исключительно из этого знаешь что / ес... если это борьба то как бы / эээ //
text@vu1990m	@vu1990m	1182.044	1213.258	какими методами она ведется да и кем? // я не понимаю / то есть / как бы // бороться под властью под ее руководством тоже за... довольно замысловатая // а / история / я этого не знаю / я в это не врубаюсь / поэтому я в этом не участвую / знаешь и поэтому я никого ни к чему не призываю / вот нас вот / эээ / относят щас что вы типа // группа // протеста да // против чего м... мы про какого протеста / то есть я не вижу в этом никакого протеста да там / я ни на какие баррикады не прыгаю / мне это не интересно / потому что я не понимаю зачем мне это делать и за что мне это делать да // то есть окей можно прийти раздолбать все да //
text@vu1990m	@vu1990m	1215.179	1215.91	нигилизм некий //
text@vu1990m	@vu1990m	1216.7	1221.14	а что на месте этого дальше будет? / что это / что / кто / кто готов строить дальше-то что? //
text@vu1990m	@vu1990m	1221.68	1223.84	кто? // ютуб блогеры будут строить я не знаю //
text@vu1990m	@vu1990m	1224.47	1230.12	я очень сомневаюсь в этом // им выгодно находиться с этой своей вот кнопкой потому что именно на этих позициях //
text@vu1990m	@vu1990m	1230.96	1255.52	как только / они / как бы / ну /  грубо говоря добьются своей цели / им придется что-то делать им придется доказывать то что они говорят / им придется отвечать за свои слова // я не думаю что большинство из них готово к этому // и уж точно они не выглядят как люди которым я готов доверить типа / эээ / свою жизнь дальше потому что / ээ / идя на всю эту провока... идя на все эти / дела / ты доверяешь жизнь этим людям по большому счету / потому что тебя-то не поставят ничего решать //
text@vu1990m	@vu1990m	1256.56	1260.02	ты останешься точно таким же типа человеком за которого будут делать другие //
text@vu1990m	@vu1990m	1260.94	1265.04	и я вот очень не уверен что готов типа отдать свое будущее в руки ютуб блогера / знаешь //
text@vu1990m	@vu1990m	1275.9	1285.12	#смешок# исправиться да? // исправиться? // типа ребята мы больше так не будем / да черт его знает / ну я говорю я опять же не знаю / я довольно плохо разбираюсь в подобных вещах как бы //
text@vu1990m	@vu1990m	1286.94	1327.98	то что // эта система себя исчерпала это адекватно это видит каждый да // си... система сама видит что она себя исчерпала / она просто дальше не работает / это просто / необновленное ПО понимаешь / то есть оно как бы просто тупит / и все / то есть как бы здесь / можно брызгать слюной направо налево / там типа какие они воры там жулики и т. д. / да она просто устарела! / эта система устарела и все / она работала до определенного момента / глупо это отрицать / она работала / сейчас она не работает / потому что они / и / не понимают / они / у них сложность с тем что такое да / сеть / интернет / глобализация // они думают что любой кабель можно отрезать / понимаешь / то есть как бы и все перестанет работать // вот / то есть и все / как бы / она просто / эта система устарела / просто потому что //
text@vu1990m	@vu1990m	1328.76	1329.56	человек старый //
text@vu1990m	@vu1990m	1332.84	1338.16	это как с Брежневым понимаешь / он уже все / он / потерялся / он уже не понимает / он //
text@vu1990m	@vu1990m	1338.84	1342.08	ему надо на свиней охотиться с ружья / понимаешь // то есть все / это //
text@vu1990m	@vu1990m	1342.52	1368.06	ну это обычная практика мне кажется / типа просто / ээ / обычный устаревший неадекват // и / как бы / с одной стороны / ну я говорю я все понимаю / я понимаю что люди недовольны / я понимаю что они выходят / да / это беспредел творится и так далее / но он не сегодня и не вчера начался // и / и все... и все-таки как бы // я бы / возможно даже / к этому относился как-то более серьезно и возможно даже участвовал бы в этом / если бы эта волна не отходила дальше / чем приходила / понимаешь //
text@sab1990f	@sab1990f	925.095	928.76	ну у тебя просто вокал действительно напоминает Цоя //
text@sab1990f	@sab1990f	930.16	933.97	да / эээ / ты в этом не виноват / но может быть люди проводят такие / эээ / аналогии //
text@sab1990f	@sab1990f	950.72	951.22	угу //
text@sab1990f	@sab1990f	1015.883	1020.406	но / ты думаешь / что / люди которые не застали его живым / они не могут понять его музыку? //
text@sab1990f	@sab1990f	1128.55	1129.078	ну да //
text@sab1990f	@sab1990f	1129.976	1130.178	#смеется#
text@sab1990f	@sab1990f	1130.584	1146.089	музыканту достаточно умереть для того чтобы прославиться // ааа // ты / то же самое говорил про / ааа / людей / про наш менталитет / в две тысячи четырнадцатом году / вот / как ты считаешь это действительно наша проблема в том что мы / не понимаем / ааа / против чего мы / и с чем мы боремся? //
text@sab1990f	@sab1990f	1147.459	1151.235	происходит просто какая-то ситуация искусственно разду... раздувает ее и типа //
text@sab1990f	@sab1990f	1166.381	1169.168	если говорить о последних // ааа // протестных акциях //
text@sab1990f	@sab1990f	1200.22	1200.9	протеста да //
text@sab1990f	@sab1990f	1266.28	1280.22	а / те люди которым мы / ээ / ээ / отдали свое настоящее / ээ / как ты / считаешь / ээ / они / способны / ээ / я не знаю дальше // #нрзб# // исправить наше будущее / #нрзб# //
text@sab1990f	@sab1990f	1287.24	1289.44	нет / в этом не обязательно разбираться //
words@vu1990m	@vu1990m	920.99	921.205	я
words@vu1990m	@vu1990m	921.205	921.42	как
words@vu1990m	@vu1990m	921.42	921.635	бы
words@vu1990m	@vu1990m	921.635	921.85	гораздо
words@vu1990m	@vu1990m	921.85	922.065	больше
words@vu1990m	@vu1990m	922.065	922.28	слушал
words@vu1990m	@vu1990m	922.28	922.495	Гражданской
words@vu1990m	@vu1990m	922.495	922.71	обороны
words@vu1990m	@vu1990m	922.71	922.925	например
words@vu1990m	@vu1990m	922.925	923.14	/
words@vu1990m	@vu1990m	923.14	923.355	если
words@vu1990m	@vu1990m	923.355	923.57	уж
words@vu1990m	@vu1990m	923.57	923.785	говорить
words@vu1990m	@vu1990m	923.785	924.0	о
words@vu1990m	@vu1990m	924.0	924.215	русских
words@vu1990m	@vu1990m	924.215	924.43	группах
words@vu1990m	@vu1990m	924.43	924.645	/
words@vu1990m	@vu1990m	924.645	924.86	да
words@vu1990m	@vu1990m	924.86	925.09	//
words@vu1990m	@vu1990m	928.795	928.967	ну
words@vu1990m	@vu1990m	928.967	929.139	что
words@vu1990m	@vu1990m	929.139	929.311	теперь
words@vu1990m	@vu1990m	929.311	929.483	/
words@vu1990m	@vu1990m	929.483	929.655	я
words@vu1990m	@vu1990m	929.655	929.827	не
words@vu1990m	@vu1990m	929.827	929.999	знаю
words@vu1990m	@vu1990m	929.999	930.171	/
words@vu1990m	@vu1990m	930.171	930.343	что
words@vu1990m	@vu1990m	930.343	930.515	/
words@vu1990m	@vu1990m	930.515	930.687	что
words@vu1990m	@vu1990m	930.687	930.859	мне
words@vu1990m	@vu1990m	930.859	931.031	теперь
words@vu1990m	@vu1990m	931.031	931.203	делать
words@vu1990m	@vu1990m	931.203	931.375	//
words@vu1990m	@vu1990m	933.8	933.991	не
words@vu1990m	@vu1990m	933.991	934.182	/
words@vu1990m	@vu1990m	934.182	934.373	ну
words@vu1990m	@vu1990m	934.373	934.564	может
words@vu1990m	@vu1990m	934.564	934.755	быть
words@vu1990m	@vu1990m	934.755	934.946	это
words@vu1990m	@vu1990m	934.946	935.137	форма
words@vu1990m	@vu1990m	935.137	935.328	но
words@vu1990m	@vu1990m	935.328	935.519	в
words@vu1990m	@vu1990m	935.519	935.71	любом
words@vu1990m	@vu1990m	935.71	935.901	случае
words@vu1990m	@vu1990m	935.901	936.092	знаешь
words@vu1990m	@vu1990m	936.092	936.283	/
words@vu1990m	@vu1990m	936.283	936.474	ну
words@vu1990m	@vu1990m	936.474	936.665	Цой
words@vu1990m	@vu1990m	936.665	936.856	/
words@vu1990m	@vu1990m	936.856	937.047	он
words@vu1990m	@vu1990m	937.047	937.238	на
words@vu1990m	@vu1990m	937.238	937.429	генетическом
words@vu1990m	@vu1990m	937.429	937.62	уровне
words@vu1990m	@vu1990m	937.62	937.811	замешан
words@vu1990m	@vu1990m	937.811	938.002	в
words@vu1990m	@vu1990m	938.002	938.193	русских
words@vu1990m	@vu1990m	938.193	938.384	людях
words@vu1990m	@vu1990m	938.384	938.575	/
words@vu1990m	@vu1990m	938.575	938.766	мне
words@vu1990m	@vu1990m	938.766	938.957	кажется
words@vu1990m	@vu1990m	938.957	939.148	/
words@vu1990m	@vu1990m	939.148	939.339	знаешь
words@vu1990m	@vu1990m	939.339	939.53	/
words@vu1990m	@vu1990m	939.53	939.721	то
words@vu1990m	@vu1990m	939.721	939.912	есть
words@vu1990m	@vu1990m	939.912	940.103	как
words@vu1990m	@vu1990m	940.103	940.294	бы
words@vu1990m	@vu1990m	940.294	940.485	/
words@vu1990m	@vu1990m	940.485	940.676	есть
words@vu1990m	@vu1990m	940.676	940.867	какой-то
words@vu1990m	@vu1990m	940.867	941.058	ген
words@vu1990m	@vu1990m	941.058	941.249	/
words@vu1990m	@vu1990m	941.249	941.44	Виктора
words@vu1990m	@vu1990m	941.44	941.631	Цоя
words@vu1990m	@vu1990m	941.631	941.822	уже
words@vu1990m	@vu1990m	941.822	942.013	/
words@vu1990m	@vu1990m	942.013	942.204	знаешь
words@vu1990m	@vu1990m	942.204	942.395	/
words@vu1990m	@vu1990m	942.395	942.586	через
words@vu1990m	@vu1990m	942.586	942.777	поколение
words@vu1990m	@vu1990m	942.777	942.968	передающийся
words@vu1990m	@vu1990m	942.968	943.159	/
words@vu1990m	@vu1990m	943.159	943.35	мне
words@vu1990m	@vu1990m	943.35	943.541	кажется
words@vu1990m	@vu1990m	943.541	943.77	//
words@vu1990m	@vu1990m	944.33	944.544	вот
words@vu1990m	@vu1990m	944.544	944.758	/
words@vu1990m	@vu1990m	944.758	944.972	щас
words@vu1990m	@vu1990m	944.972	945.186	вот
words@vu1990m	@vu1990m	945.186	945.4	допустим
words@vu1990m	@vu1990m	945.4	945.614	с
words@vu1990m	@vu1990m	945.614	945.828	новым
words@vu1990m	@vu1990m	945.828	946.042	поколением
words@vu1990m	@vu1990m	946.042	946.256	ген
words@vu1990m	@vu1990m	946.256	946.47	Егора
words@vu1990m	@vu1990m	946.47	946.684	Летова
words@vu1990m	@vu1990m	946.684	946.898	мне
words@vu1990m	@vu1990m	946.898	947.112	кажется
words@vu1990m	@vu1990m	947.112	947.326	/
words@vu1990m	@vu1990m	947.326	947.54	передастся
words@vu1990m	@vu1990m	947.54	947.754	/
words@vu1990m	@vu1990m	947.754	947.968	учитывая
words@vu1990m	@vu1990m	947.968	948.182	сейчас
words@vu1990m	@vu1990m	948.182	948.396	масштабы
words@vu1990m	@vu1990m	948.396	948.61	вот
words@vu1990m	@vu1990m	948.61	948.824	/
words@vu1990m	@vu1990m	948.824	949.038	которые
words@vu1990m	@vu1990m	949.038	949.252	его
words@vu1990m	@vu1990m	949.252	949.466	/
words@vu1990m	@vu1990m	949.466	949.68	эээ
words@vu1990m	@vu1990m	949.68	949.894	/
words@vu1990m	@vu1990m	949.894	950.108	вдруг
words@vu1990m	@vu1990m	950.108	950.322	начали
words@vu1990m	@vu1990m	950.322	950.536	все
words@vu1990m	@vu1990m	950.536	950.75	раздувать
words@vu1990m	@vu1990m	950.75	950.964	/
words@vu1990m	@vu1990m	950.964	951.178	да
words@vu1990m	@vu1990m	951.178	951.392	//
words@vu1990m	@vu1990m	951.392	951.606	это
words@vu1990m	@vu1990m	951.606	951.82	вообще
words@vu1990m	@vu1990m	951.82	952.034	удивительно
words@vu1990m	@vu1990m	952.034	952.248	и
words@vu1990m	@vu1990m	952.248	952.462	поразительно
words@vu1990m	@vu1990m	952.462	952.676	просто
words@vu1990m	@vu1990m	952.676	952.89	//
words@vu1990m	@vu1990m	952.89	953.104	я
words@vu1990m	@vu1990m	953.104	953.318	вот
words@vu1990m	@vu1990m	953.318	953.532	просто
words@vu1990m	@vu1990m	953.532	953.746	как
words@vu1990m	@vu1990m	953.746	953.96	действительно
words@vu1990m	@vu1990m	953.96	954.174	/
words@vu1990m	@vu1990m	954.174	954.388	поклонник
words@vu1990m	@vu1990m	954.388	954.602	этой
words@vu1990m	@vu1990m	954.602	954.816	музыки
words@vu1990m	@vu1990m	954.816	955.03	очень
words@vu1990m	@vu1990m	955.03	955.244	/
words@vu1990m	@vu1990m	955.244	955.458	ну
words@vu1990m	@vu1990m	955.458	955.672	/
words@vu1990m	@vu1990m	955.672	955.886	как
words@vu1990m	@vu1990m	955.886	956.1	/
words@vu1990m	@vu1990m	956.1	956.314	в
words@vu1990m	@vu1990m	956.314	956.528	моих
words@vu1990m	@vu1990m	956.528	956.742	мерках
words@vu1990m	@vu1990m	956.742	956.956	/
words@vu1990m	@vu1990m	956.956	957.17	мое...
words@vu1990m	@vu1990m	957.17	957.384	моего
words@vu1990m	@vu1990m	957.384	957.598	возраста
words@vu1990m	@vu1990m	957.598	957.812	очень
words@vu1990m	@vu1990m	957.812	958.026	давний
words@vu1990m	@vu1990m	958.026	958.24	/
words@vu1990m	@vu1990m	958.24	958.454	да
words@vu1990m	@vu1990m	958.454	958.668	/
words@vu1990m	@vu1990m	958.668	958.882	то
words@vu1990m	@vu1990m	958.882	959.096	есть
words@vu1990m	@vu1990m	959.096	959.31	как
words@vu1990m	@vu1990m	959.31	959.524	бы
words@vu1990m	@vu1990m	959.524	959.738	я
words@vu1990m	@vu1990m	959.738	959.952	/
words@vu1990m	@vu1990m	959.952	960.166	еще
words@vu1990m	@vu1990m	960.166	960.38	застал
words@vu1990m	@vu1990m	960.38	960.594	/
words@vu1990m	@vu1990m	960.594	960.808	как
words@vu1990m	@vu1990m	960.808	961.022	бы
words@vu1990m	@vu1990m	961.022	961.236	/
words@vu1990m	@vu1990m	961.236	961.45	концерты
words@vu1990m	@vu1990m	961.45	961.664	Гражданской
words@vu1990m	@vu1990m	961.664	961.878	обороны
words@vu1990m	@vu1990m	961.878	962.092	/
words@vu1990m	@vu1990m	962.092	962.306	я
words@vu1990m	@vu1990m	962.306	962.52	на
words@vu1990m	@vu1990m	962.52	962.734	них
words@vu1990m	@vu1990m	962.734	962.948	ходил
words@vu1990m	@vu1990m	962.948	963.162	/
words@vu1990m	@vu1990m	963.162	963.376	и
words@vu1990m	@vu1990m	963.376	963.59	/
words@vu1990m	@vu1990m	963.59	963.804	тогда
words@vu1990m	@vu1990m	963.804	964.018	/
words@vu1990m	@vu1990m	964.018	964.232	когда
words@vu1990m	@vu1990m	964.232	964.446	надо...
words@vu1990m	@vu1990m	964.446	964.66	смеялись
words@vu1990m	@vu1990m	964.66	964.874	люди
words@vu1990m	@vu1990m	964.874	965.088	//
words@vu1990m	@vu1990m	965.088	965.302	что
words@vu1990m	@vu1990m	965.302	965.516	типа
words@vu1990m	@vu1990m	965.516	965.73	ты
words@vu1990m	@vu1990m	965.73	965.944	ходишь
words@vu1990m	@vu1990m	965.944	966.158	на
words@vu1990m	@vu1990m	966.158	966.372	это
words@vu1990m	@vu1990m	966.372	966.586	дерьмо
words@vu1990m	@vu1990m	966.586	966.8	?
words@vu1990m	@vu1990m	966.8	967.014	//
words@vu1990m	@vu1990m	967.014	967.228	ты
words@vu1990m	@vu1990m	967.228	967.442	/
words@vu1990m	@vu1990m	967.442	967.656	это
words@vu1990m	@vu1990m	967.656	967.87	как
words@vu1990m	@vu1990m	967.87	968.084	бы
words@vu1990m	@vu1990m	968.084	968.298	/
words@vu1990m	@vu1990m	968.298	968.512	это
words@vu1990m	@vu1990m	968.512	968.726	же
words@vu1990m	@vu1990m	968.726	968.94	/
words@vu1990m	@vu1990m	968.94	969.154	это
words@vu1990m	@vu1990m	969.154	969.368	же
words@vu1990m	@vu1990m	969.368	969.582	/
words@vu1990m	@vu1990m	969.582	969.796	кошмар
words@vu1990m	@vu1990m	969.796	970.01	/
words@vu1990m	@vu1990m	970.01	970.224	это
words@vu1990m	@vu1990m	970.224	970.438	невозможно
words@vu1990m	@vu1990m	970.438	970.652	слушать
words@vu1990m	@vu1990m	970.652	970.866	!
words@vu1990m	@vu1990m	970.866	971.08	//
words@vu1990m	@vu1990m	971.08	971.294	и
words@vu1990m	@vu1990m	971.294	971.508	щас
words@vu1990m	@vu1990m	971.508	971.722	те
words@vu1990m	@vu1990m	971.722	971.936	же
words@vu1990m	@vu1990m	971.936	972.15	самые
words@vu1990m	@vu1990m	972.15	972.364	люди
words@vu1990m	@vu1990m	972.364	972.578	подписывают
words@vu1990m	@vu1990m	972.578	972.792	петиции
words@vu1990m	@vu1990m	972.792	973.006	/
words@vu1990m	@vu1990m	973.006	973.22	чтобы
words@vu1990m	@vu1990m	973.22	973.434	аэропорт
words@vu1990m	@vu1990m	973.434	973.648	назвали
words@vu1990m	@vu1990m	973.648	973.862	в
words@vu1990m	@vu1990m	973.862	974.076	его
words@vu1990m	@vu1990m	974.076	974.29	честь
words@vu1990m	@vu1990m	974.29	974.504	и
words@vu1990m	@vu1990m	974.504	974.718	говорят
words@vu1990m	@vu1990m	974.718	974.932	какой
words@vu1990m	@vu1990m	974.932	975.146	он
words@vu1990m	@vu1990m	975.146	975.36	был
words@vu1990m	@vu1990m	975.36	975.574	непризнанный
words@vu1990m	@vu1990m	975.574	975.788	гений
words@vu1990m	@vu1990m	975.788	976.002	//
words@vu1990m	@vu1990m	976.002	976.216	понимаешь
words@vu1990m	@vu1990m	976.216	976.43	/
words@vu1990m	@vu1990m	976.43	976.644	ну
words@vu1990m	@vu1990m	976.644	976.858	это
words@vu1990m	@vu1990m	976.858	977.072	смешно
words@vu1990m	@vu1990m	977.072	977.34	//
words@vu1990m	@vu1990m	977.97	978.162	вот
words@vu1990m	@vu1990m	978.162	978.354	/
words@vu1990m	@vu1990m	978.354	978.546	то
words@vu1990m	@vu1990m	978.546	978.738	есть
words@vu1990m	@vu1990m	978.738	978.93	как
words@vu1990m	@vu1990m	978.93	979.122	бы
words@vu1990m	@vu1990m	979.122	979.314	вот
words@vu1990m	@vu1990m	979.314	979.506	это
words@vu1990m	@vu1990m	979.506	979.698	вот
words@vu1990m	@vu1990m	979.698	979.89	понятие
words@vu1990m	@vu1990m	979.89	980.082	что
words@vu1990m	@vu1990m	980.082	980.274	типа
words@vu1990m	@vu1990m	980.274	980.466	вот
words@vu1990m	@vu1990m	980.466	980.658	эти
words@vu1990m	@vu1990m	980.658	980.85	мертвые
words@vu1990m	@vu1990m	980.85	981.042	герои
words@vu1990m	@vu1990m	981.042	981.234	/
words@vu1990m	@vu1990m	981.234	981.426	короче
words@vu1990m	@vu1990m	981.426	981.618	/
words@vu1990m	@vu1990m	981.618	981.81	вдруг
words@vu1990m	@vu1990m	981.81	982.002	/
words@vu1990m	@vu1990m	982.002	982.194	почему-то
words@vu1990m	@vu1990m	982.194	982.386	всем
words@vu1990m	@vu1990m	982.386	982.578	становятся
words@vu1990m	@vu1990m	982.578	982.77	важны
words@vu1990m	@vu1990m	982.77	982.962	/
words@vu1990m	@vu1990m	982.962	983.154	и
words@vu1990m	@vu1990m	983.154	983.346	как
words@vu1990m	@vu1990m	983.346	983.538	бы
words@vu1990m	@vu1990m	983.538	983.73	/
words@vu1990m	@vu1990m	983.73	983.922	если
words@vu1990m	@vu1990m	983.922	984.114	пишут
words@vu1990m	@vu1990m	984.114	984.306	на
words@vu1990m	@vu1990m	984.306	984.498	Лентаче
words@vu1990m	@vu1990m	984.498	984.69	/
words@vu1990m	@vu1990m	984.69	984.882	значит
words@vu1990m	@vu1990m	984.882	985.074	/
words@vu1990m	@vu1990m	985.074	985.266	он
words@vu1990m	@vu1990m	985.266	985.458	кл...
words@vu1990m	@vu1990m	985.458	985.65	классный
words@vu1990m	@vu1990m	985.65	985.842	/
words@vu1990m	@vu1990m	985.842	986.034	да
words@vu1990m	@vu1990m	986.034	986.26	//
words@vu1990m	@vu1990m	987.02	987.224	ну
words@vu1990m	@vu1990m	987.224	987.428	//
words@vu1990m	@vu1990m	987.428	987.632	да
words@vu1990m	@vu1990m	987.632	987.836	/
words@vu1990m	@vu1990m	987.836	988.04	дети
words@vu1990m	@vu1990m	988.04	988.244	которые
words@vu1990m	@vu1990m	988.244	988.448	сейчас
words@vu1990m	@vu1990m	988.448	988.652	вот
words@vu1990m	@vu1990m	988.652	988.856	//
words@vu1990m	@vu1990m	988.856	989.06	эээ
words@vu1990m	@vu1990m	989.06	989.264	//
words@vu1990m	@vu1990m	989.264	989.468	почему-то
words@vu1990m	@vu1990m	989.468	989.672	вдруг
words@vu1990m	@vu1990m	989.672	989.876	все
words@vu1990m	@vu1990m	989.876	990.08	полюбили
words@vu1990m	@vu1990m	990.08	990.284	Гражданскую
words@vu1990m	@vu1990m	990.284	990.488	оборону
words@vu1990m	@vu1990m	990.488	990.692	/
words@vu1990m	@vu1990m	990.692	990.896	я
words@vu1990m	@vu1990m	990.896	991.1	не
words@vu1990m	@vu1990m	991.1	991.304	думаю
words@vu1990m	@vu1990m	991.304	991.508	/
words@vu1990m	@vu1990m	991.508	991.712	что
words@vu1990m	@vu1990m	991.712	991.916	/
words@vu1990m	@vu1990m	991.916	992.12	ээ
words@vu1990m	@vu1990m	992.12	992.324	/
words@vu1990m	@vu1990m	992.324	992.528	они
words@vu1990m	@vu1990m	992.528	992.732	в
words@vu1990m	@vu1990m	992.732	992.936	принципе
words@vu1990m	@vu1990m	992.936	993.14	знают
words@vu1990m	@vu1990m	993.14	993.344	/
words@vu1990m	@vu1990m	993.344	993.548	кто
words@vu1990m	@vu1990m	993.548	993.752	это
words@vu1990m	@vu1990m	993.752	993.956	такой
words@vu1990m	@vu1990m	993.956	994.16	вообще
words@vu1990m	@vu1990m	994.16	994.364	/
words@vu1990m	@vu1990m	994.364	994.568	иии
words@vu1990m	@vu1990m	994.568	994.772	/
words@vu1990m	@vu1990m	994.772	994.976	с
words@vu1990m	@vu1990m	994.976	995.18	чем
words@vu1990m	@vu1990m	995.18	995.384	связана
words@vu1990m	@vu1990m	995.384	995.588	была
words@vu1990m	@vu1990m	995.588	995.792	его
words@vu1990m	@vu1990m	995.792	995.996	вот
words@vu1990m	@vu1990m	995.996	996.2	/
words@vu1990m	@vu1990m	996.2	996.404	деятельность
words@vu1990m	@vu1990m	996.404	996.608	там
words@vu1990m	@vu1990m	996.608	996.812	и
words@vu1990m	@vu1990m	996.812	997.016	так
words@vu1990m	@vu1990m	997.016	997.22	далее
words@vu1990m	@vu1990m	997.22	997.424	/
words@vu1990m	@vu1990m	997.424	997.628	то
words@vu1990m	@vu1990m	997.628	997.832	есть
words@vu1990m	@vu1990m	997.832	998.036	/
words@vu1990m	@vu1990m	998.036	998.24	да
words@vu1990m	@vu1990m	998.24	998.444	/
words@vu1990m	@vu1990m	998.444	998.648	то
words@vu1990m	@vu1990m	998.648	998.852	есть
words@vu1990m	@vu1990m	998.852	999.056	/
words@vu1990m	@vu1990m	999.056	999.26	ну
words@vu1990m	@vu1990m	999.26	999.464	/
words@vu1990m	@vu1990m	999.464	999.668	это
words@vu1990m	@vu1990m	999.668	999.872	/
words@vu1990m	@vu1990m	999.872	1000.076	это
words@vu1990m	@vu1990m	1000.076	1000.28	наглядный
words@vu1990m	@vu1990m	1000.28	1000.484	пример
words@vu1990m	@vu1990m	1000.484	1000.688	/
words@vu1990m	@vu1990m	1000.688	1000.892	это
words@vu1990m	@vu1990m	1000.892	1001.096	исполнение
words@vu1990m	@vu1990m	1001.096	1001.3	Гречки
words@vu1990m	@vu1990m	1001.3	1001.504	Все
words@vu1990m	@vu1990m	1001.504	1001.708	идет
words@vu1990m	@vu1990m	1001.708	1001.912	по
words@vu1990m	@vu1990m	1001.912	1002.116	плану
words@vu1990m	@vu1990m	1002.116	1002.32	/
words@vu1990m	@vu1990m	1002.32	1002.524	да
words@vu1990m	@vu1990m	1002.524	1002.728	/
words@vu1990m	@vu1990m	1002.728	1002.932	на
